"researcher","date","location","song","placement","time","type","genre","species","style","coloration","jam_leader","jam_elements","notes","notes_time"
"Jah","2011/6/17","Charlotte, NC","Rock and Roll","Mid-set",791,"Psychedelic Rock","Type 2","Space Funk","Pentatonic","Pentatonic","Trey","[""Dynamics (volume..)"",""Trey Rhythmic Chording"",""Unspecified Synthesizer""]","1:38 Fishman starts up a dance-type beat which gives this jam a different feel. This eventaully takes a back seat to Trey's noodling which eventually syncs up with Page's organ and melts into a dreamy stuper. Fishman keeping steady action on the drums keeps the energy up while Page and Trey lay down ethereal sounds.",""
"Jah","2011/6/17","Charlotte, NC","Ghost","Mid-set",764,"Groove Rock/Funk Rock","Type 2","Hyper Funk","Major Chords (Ionian)","Major Chords (Ionian)","Trey","[""Loops"",""FIshman STOMP""]","",""
"Jah","2011/6/18","Raleigh, NC","Split Open and Melt","Mid 2nd Set",860,"Psychedelic Rock","Type 2","Basic Tension and Release (Stash)","Dark, Sinister, Evil","Dark, Sinister, Evil","Full Band","[""Dynamics (volume..)""]","At the 5:37 mark this jam gets very spacey and blissful - very unlike most SOAM jams. This blissufl playing continues until around 7:15 when both Mike and Page begin teasing the wind down riff. The band then patiently builds up to the point of reintroducing the tension-release aspects of the SOAM jam. This continues until 10:00 when we get back into another dark realm. This leads into some metal-""space"" and then back into a firey typical SOAM wind-down ending.","5:37-7:15"
"Jah","2011/6/19","Portsmouth, VA","Sand","Mid 2nd Set",798,"Psychedelic Rock","Type 2","Plinko","Pentatonic","Pentatonic","Full Band","[""Brilliant Clavinet"",""Mike's envelope filter""]","8:08 Plinko Jam - extends through the 9th minute and reinvigorates at the 10th minute. Fishman helps build into an apex then flows back into Type I funk jamming.","8:08-10:15"
"Jah","2011/7/1","Watkins Glen, NY","Crosseyed and Painless","Set 2 Opener",1013,"Psychedelic Rock","Type 2","Storage","Dirty/Bluesy","Dirty/Bluesy","Full Band","[""Unspecified Synthesizer"",""Brilliant Clavinet"",""Mike's Bass Bomb""]","The song starts off with a dark storage-type Jam that includes the band laughing creepily. The jam to CEP itself is pretty straight-forward Type I rock until around the 9:54 mark when it gets spaced out and blissful. This will be the theme of the night","9:54:00"
"Jah","2011/7/1","Watkins Glen, NY","Simple","Mid 2nd Set",859,"Modern Rock","Type 2","Bliss Jam","Bliss","Bliss","Full Band","[""Mike's envelope filter"",""Whale-Call"",""Tractor Beams""]","This song is pure space-bliss from 6:48-until the end. If you are a fan of bliss jams, this one has it all - whale calls, tractor beams, sirens. mike bombs. Grade A Bliss Jam. The archetype.","6:49-end"
"Jah","2011/7/2","Watkins Glen, NY","Golden Age","Set 2 Opener",814,"Modern Rock","Type 2","Plinko","Futuristic","Futuristic","Page","[""Brilliant Clavinet"",""Loops"",""Mike's envelope filter""]","This is one of the longest plinko jams to date and possibly still the funkiest. the jam gets going at the 1:00 mark with the plinko stylings and doesn't let up until the end. This is possibly the funkiest version of Goldena Age ever played","Super Ball IX Jam #2"
"Jah","2011/7/2","Watkins Glen, NY","Ball Square Jam","Secret Set",62,"Psychedelic Rock","Type 2","Storage","Futuristic","Futuristic","Full Band","[""Whale-Call"",""Rotation Jam"",""Unspecified Synthesizer""]","The late night set at Superball helped phish usher in a new era as well as a new style to their playing. The storagage set is an hour of the most experimental and different sounding Phish we have heard since the IT Tower Jam. In a sense, it never can be fully replicated outside of a rotation jam context since the band members are switching instruments throughout, still the intent of the jam has been coded in subsequent phish outings and has helped drive the soundscape to where it could culminate in the amazing year that 2012 would prove to be.",""
"Jah","2011/7/3","Watkins Glen, NY","Reba","Mid-set",967,"Prog Rock","Type 2","Bliss Jam","Major Chords (Ionian)","Major Chords (Ionian)","Trey","[""Dynamics (volume..)""]","Hose Reba jam - the band was certainly feeling their second to last set of their best 3.0 festival",""
"Jah","2011/7/3","Watkins Glen, NY","Down With Disease","Mid 2nd Set",779,"Psychedelic Rock","Type 2","Space Funk","Dirty/Bluesy","Dirty/Bluesy","Full Band","[""Brilliant Clavinet"",""Mike's envelope filter""]","Full band led jam - starts off shredfest then blends in space-funk oddyssey that is being primarily driven by Mike while Page lays down slight Plinko lines. You could almost call this jam cubist as Trey and Mike are clearly going for funk while Page pushes the plinko angle.","8:02-end"
"Jah","2011/7/3","Watkins Glen, NY","Light","Mid 2nd Set",761,"Modern Rock","Type 2","Deconstruction","Dirty/Bluesy","Dirty/Bluesy","Full Band","[""Mike's envelope filter"",""Trey Rhythmic Chording""]","Jam goes from type I rock to bliss to an even more stripped down Trey & Mike trading off solos. The jam ends with Fishman doing a stomp-type break-down. Space throughout the entire thing",""
"Jah","2011/7/3","Watkins Glen, NY","Waves","Mid 2nd Set",667,"Prog Rock","Type 2","Bliss Jam","Bliss","Bliss","Full Band","[""Whale-Call"",""Mike's Bass Bomb"",""Tractor Beams""]","From the moment the band stomps chanting the chorus at 7:02 this tune turns into a space-bliss jam. The ethereal jam lasts for the entire tune - the band showing their ""wall of sound"" ability - its hard to decipher who is playing what. This eventually blends into the Siket Disc favorite ""Whats the Use?""",""
"Jah","2011/8/5","George, WA","Roggae","Mid-set",677,"Reggae","Type 2","Bliss Jam","Bliss","Bliss","Full Band","[""Whale-Call""]","This is the musical equivalent of waves crashing against a rocky cliffside. So blissfull - so serene. Eventually the jam morphs a bit as Trey riffs away but still the jam never leaves that dream-like state that only a phish bliss jam can take you to.",""
"Jah","2011/8/5","George, WA","Rock and Roll","Mid 2nd Set",1194,"Modern Rock","Type 2","Storage","Dark, Sinister, Evil","Dark, Sinister, Evil","Full Band","[""Whale-Call"",""Unspecified Synthesizer"",""Tractor Beams""]","The centerpiece jam of 2011 by many standards. Aroudn 6:51 the band delves into Type 2 aided by a circling bass line and Trey messing with his octave pedal. This later delves a little deeper into a dreamy but somewhat swampy sound. By halfway through this jam we are in some sort imalgum of milenial bliss funk that is hard to describe with listening. This jam goes through so many structural changes and layers within the same idea its no wonder it is often reffered to as the jam of the year. Throughout the entire piece we hear hints of the storage jamming elements we heard at Superball. At times (16:00) the jam sounds haunting, tractor beams and whails form all directions and an omnious drone that is only leveled out by Fishman's free drumming.  The jam ends with an INCREDIBLY funky jam that any fan of 97 would want to go on for another 20 minutes but then fades quite perfeclty into Meatstick. It felt fresh and new - a sign that the band was still trying to push the envelope. This jam is very significant to the phan base not just for the music but for the statement it made to them of the band's dedication to continuing their improvisational mission.","10:30-end"
"Jah","2011/8/5","George, WA","Boogie on Reggae Woman","Mid 2nd Set",522,"Reggae","Type 2","Plinko","Major Chords (Ionian)","Major Chords (Ionian)","Page","[""Mike's envelope filter"",""Brilliant Clavinet""]","Great segue out of Meatstick into this jam - the intro riff starting off a little slower than usual to accomodate. the jam is a plinko-funk oddyssey that is one of the finest examples of how the style can be executed in a compact jam which seems to be a motif in 3.0 - smalled compact jams that are interesting but get to the point and don't meander as much. Its practicing smaller jams like these that help them develop this sound into the bigger epics of 2012","6:30-end"
"Jah","2011/8/6","George, WA","Tweezer","Mid 2nd Set",744,"Funk","Type 2","Storage","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[""Segue-Fest"",""Whale-Call"",""Mike's Bass Bomb""]","This jam starts off exhibiting some of the darker storage elements we'd seen at SBIX and The RnR jam before - this eventually gets abbandoned for more straightforwad Type I playing which eventually turns into a bliss-full jam at 10:25...whale calls included. The jam happens again after Sand and has a very cool digital delay loop wind-down from Trey that is very coordinated with Fishman & Page and belnds into Birds of a Feather.","10:25-end"
"Jah","2011/8/6","George, WA","Sand","Mid 2nd Set",753,"Groove Rock/Funk Rock","Type 2","Standard Rock Jam (Type 1)","Dirty/Bluesy","Dirty/Bluesy","Full Band","[""Brilliant Clavinet""]","Nothing too crazy abotu this Sand - right when the jam starts with a start/stop bit and into the 4:00 mark in which the band starts to play around with the idea of a plinko jam. This lasts until around 4:49 when we hear the first whale calls which kill the plinko and cause page to go back to the organ. the jam ends up grooving for a bit and culminating in a pretty typicla Type I Sand rock outro that was probably vamped up to make the segue back into Tweezer work","4:00-4:49"
"Jah","2011/8/6","George, WA","Run Like An Antelope","Mid 2nd Set",742,"Psychedelic Rock","Type 2","Basic Tension and Release (Stash)","Major Chords (Ionian)","Major Chords (Ionian)","Trey","[""Tease-fest""]","This jam was the longest Antelope of the year. The teases made it fun but the jam starting at around 5:30 is a very well played, layered jam that builds the tension over a solid period of patient grinding. The peak of this jam is as intense of a peak as any jam played this year (8:30-8:39)","8:30-8:39"
"Jah","2011/8/8","Hollywood, CA","Crosseyed and Painless","Mid 2nd Set",749,"Psychedelic Rock","Type 2","Storage","Dark, Sinister, Evil","Dark, Sinister, Evil","Full Band","[""Whale-Call"",""Sirens"",""Mike's envelope filter""]","Pretty standard Crosseyed until the 9:42 mark when Trey starts hitting his wah pedal. This starts to wind the jam down and by the 10:07 mark its already toned down significantly ushered in by Page's piano and ominous organ note he hasn't put down. This morphs into full millenial jamming at around 10:42 with sirens and whale calls. This gets darker and more disjointed by the outro at 11:02 starts to delve into the storage type jamming we saw in the shed at Watkins. This continues over a metranome of droning sirens and melts into Twist.","11:02-end"
"Jah","2011/8/8","Hollywood, CA","Piper","Mid 2nd Set",520,"Psychedelic Rock","Type 2","Storage","Dark, Sinister, Evil","Dark, Sinister, Evil","Page","[""Whale-Call"",""Brilliant Clavinet"",""Unspecified Synthesizer""]","This Piper IMO might be one of hte most overlooked gems of 2011. A prime example of what the band had been striving for all year - Powerful jams that are constantly shifting in complexity and ideas. It's crazy how quickly the band is able to morph this jam into something completely different from the original song structure. This jam starts to get wonky (in a good way) at  (3:17) Page's wah'd out clav playing takes the band into a funk-filled little jaunt that ends up getting really weird at 4:02 but again a testament to the era....they get to that place quicker and by the 4:28 mark we have already lost all scope of Piper. We're in a dark realm of swampy almost plinko-y playing. Again being led by Page's synth the jam is shaped around a penatonic type progression that Trey is perfectly happy to sit back and provide shape to. At 6:00 we hear the whale call which seems to be a ""mellow-out"" signal from Trey. Immediately we're thrust into an omniplex episode about the deep artic oceans and whale mating rituals. It's beautifully blissful and again a huge shift from where this jam came from. The Piper intro isn't as important if we are going to constantly get interesting jams like these and in such a compact package! This jam is one of the few I would include on my list that is under 10 minutes.","4:02-end"
"Jah","2011/8/9","Stateline, NV","Light","Mid 2nd Set",1017,"Psychedelic Rock","Type 2","Nightmare Music","Swampy ('95 specifically)","Swampy ('95 specifically)","Full Band","[""Unspecified Synthesizer"",""Whale-Call"",""Tractor Beams""]","The real interesting parts of this jam don't creep in until the 9 minute mark. We start to get a little dark and swampy yet Fishman starts to throw in in a new time signature which then morphs the jam into something far more interesting by the 10 minute mark. Mike starts to the take the rhythmic reigns and Trey & Page trade-off storage-type noises. around 10:49 Page initiates a plinko jam which Trey eagerly adds to. Fishman continues a very tribal drumming patern. Around 12minutes in Trey's guitar begins to emurge from the ether and add shape to the jam. It's still dark but now feels a lot more funky. At 13 minutes Page starts to add some piano work that he immidiately backs off of, possibly because it started to spice the jam up and gave it a island flavor. Trey fades back into the swampy jam and Page layers more synth.","10:49 - end"
